endpoint,group,invariant,invariantType,variables,postmanAssertion,pptname
post+projects_{id}_issues_{issue_iid}_move,author.id,"return.author.id >= 1
return.author.id >= size(return.assignees[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.author.id)
(return.author.id, size(return.assignees[..]))","pm.expect(return_author_id).to.be.at.least(1)
pm.expect(return_author_id).to.be.at.least(return_assignees_size_array)","/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_move,author.state,"return.author.state == ""active""
LENGTH(return.author.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.author.state)
(return.author.state)","pm.expect([""active""].includes(return_author_state)).to.be.true
pm.expect(return_author_state).to.have.length(6)","/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_move,author.web_url,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,closed_by,return.closed_by == null,daikon.inv.unary.scalar.OneOfScalar,(return.closed_by),pm.expect(return_closed_by).to.be.null,/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_move,downvotes,"return.downvotes == return.merge_requests_count
return.downvotes == return.task_completion_status.count
return.downvotes == return.task_completion_status.completed_count
return.downvotes == return.time_stats.time_estimate
return.downvotes == return.time_stats.total_time_spent
return.downvotes == return.upvotes
return.downvotes == return.user_notes_count
return.downvotes == size(return.labels[])
return.downvotes == size(return.labels[])
return.downvotes <= size(return.assignees[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.downvotes, return.merge_requests_count)
(return.downvotes, return.task_completion_status.count)
(return.downvotes, return.task_completion_status.completed_count)
(return.downvotes, return.time_stats.time_estimate)
(return.downvotes, return.time_stats.total_time_spent)
(return.downvotes, return.upvotes)
(return.downvotes, return.user_notes_count)
(return.downvotes, size(return.labels[..]))
(return.downvotes, size(return.labels[..]))
(return.downvotes, size(return.assignees[..]))","pm.expect(return_downvotes).to.eql(return_merge_requests_count)
pm.expect(return_downvotes).to.eql(return_task_completion_status_count)
pm.expect(return_downvotes).to.eql(return_task_completion_status_completed_count)
pm.expect(return_downvotes).to.eql(return_time_stats_time_estimate)
pm.expect(return_downvotes).to.eql(return_time_stats_total_time_spent)
pm.expect(return_downvotes).to.eql(return_upvotes)
pm.expect(return_downvotes).to.eql(return_user_notes_count)
pm.expect(return_downvotes).to.eql(return_labels_size_array)
pm.expect(return_downvotes).to.eql(return_labels_size_array)
pm.expect(return_downvotes).to.be.lte(return_assignees_size_array)","/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_move,due_date,return.due_date is a Date. Format: YYYY/MM/DD,daikon.inv.unary.string.dates.IsDateYYYYMMDD,(return.due_date),pm.expect(return_due_date).to.match(/^(?:1\d{3}|20[01234][0-9]|2050|9999)[-/.](?:0[1-9]|1[012])[-/.](?:0[1-9]|[12][0-9]|3[01])$/),/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,has_tasks,return.has_tasks == false,daikon.inv.unary.scalar.OneOfScalar,(return.has_tasks),pm.expect(return_has_tasks).to.eql(false),/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,iid,return.iid > size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterThan,"(return.iid, size(return.assignees[..]))",pm.expect(return_iid).to.be.greaterThan(return_assignees_size_array),/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,labels,return.labels[] == [],daikon.inv.unary.stringsequence.OneOfStringSequence,(return.labels[..]),pm.expect([[]].some(value => pm.expect(return_labels_array).to.deep.equal(value).that)).to.be.true,/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,milestone,return.milestone == null,daikon.inv.unary.scalar.OneOfScalar,(return.milestone),pm.expect(return_milestone).to.be.null,/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,project_id,input.to_project_id == return.project_id,daikon.inv.binary.twoScalar.IntEqual,"(input.to_project_id, return.project_id)",pm.expect(input_to_project_id).to.eql(return_project_id),/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,references.full,return.references.relative is a substring of return.references.full,daikon.inv.binary.twoString.StdString$SubString,"(return.references.full, return.references.relative)",pm.expect(return_references_full.includes(return_references_relative)).to.be.true,/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,references.relative,return.references.short is a substring of return.references.relative,daikon.inv.binary.twoString.StdString$SubString,"(return.references.relative, return.references.short)",pm.expect(return_references_relative.includes(return_references_short)).to.be.true,/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,state,"return.state == ""opened""
LENGTH(return.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.state)
(return.state)","pm.expect([""opened""].includes(return_state)).to.be.true
pm.expect(return_state).to.have.length(6)","/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_move,subscribed,return.subscribed == true,daikon.inv.unary.scalar.OneOfScalar,(return.subscribed),pm.expect(return_subscribed).to.eql(true),/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_move,updated_at,"LENGTH(return.updated_at)==24
return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.updated_at)
(return.updated_at)","pm.expect(return_updated_at).to.have.length(24)
pm.expect(return_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/move&/projects/{id}/issues/{issue_iid}/move&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_subscribe,_links.award_emoji,return._links.self is a substring of return._links.award_emoji,daikon.inv.binary.twoString.StdString$SubString,"(return._links.award_emoji, return._links.self)",pm.expect(return__links_award_emoji.includes(return__links_self)).to.be.true,/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,_links.notes,return._links.self is a substring of return._links.notes,daikon.inv.binary.twoString.StdString$SubString,"(return._links.notes, return._links.self)",pm.expect(return__links_notes.includes(return__links_self)).to.be.true,/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,_links.project,return._links.project is a substring of return._links.self,daikon.inv.binary.twoString.StdString$SubString,"(return._links.project, return._links.self)",pm.expect(return__links_self.includes(return__links_project)).to.be.true,/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,assignee.avatar_url,return.assignee.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.assignee.avatar_url),"pm.expect(return_assignee_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,assignee.id,return.assignee.id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.assignee.id, size(return.assignees[..]))",pm.expect(return_assignee_id).to.be.at.least(return_assignees_size_array),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,assignee.state,return.assignee.state == return.author.state,daikon.inv.binary.twoString.StringEqual,"(return.assignee.state, return.author.state)",pm.expect(return_assignee_state).to.eql(return_author_state),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,assignee.web_url,return.assignee.username is a substring of return.assignee.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.assignee.web_url, return.assignee.username)",pm.expect(return_assignee_web_url.includes(return_assignee_username)).to.be.true,/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,assignees,"size(return.assignees[]) one of { 0, 1 }
input.issue_iid >= size(return.assignees[])","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterEqual","(size(return.assignees[..]))
(input.issue_iid, size(return.assignees[..]))","pm.expect([0, 1, 0].includes(return_assignees_size_array)).to.be.true
pm.expect(input_issue_iid).to.be.at.least(return_assignees_size_array)","/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_subscribe,assignees.avatar_url,"LENGTH(return.avatar_url)==81
return.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.avatar_url)
(return.avatar_url)","pm.expect(return_avatar_url).to.have.length(81)
pm.expect(return_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201&assignees():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201&assignees():::EXIT"
post+projects_{id}_issues_{issue_iid}_subscribe,assignees.state,"return.state == ""active""
LENGTH(return.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.state)
(return.state)","pm.expect([""active""].includes(return_state)).to.be.true
pm.expect(return_state).to.have.length(6)","/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201&assignees():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201&assignees():::EXIT"
post+projects_{id}_issues_{issue_iid}_subscribe,assignees.web_url,return.username is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.web_url, return.username)",pm.expect(return_web_url.includes(return_username)).to.be.true,/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201&assignees():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,author.avatar_url,"LENGTH(return.author.avatar_url)==81
return.author.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.author.avatar_url)
(return.author.avatar_url)","pm.expect(return_author_avatar_url).to.have.length(81)
pm.expect(return_author_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_subscribe,author.id,return.author.id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.author.id, size(return.assignees[..]))",pm.expect(return_author_id).to.be.at.least(return_assignees_size_array),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,author.state,"return.author.state == ""active""
LENGTH(return.author.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.author.state)
(return.author.state)","pm.expect([""active""].includes(return_author_state)).to.be.true
pm.expect(return_author_state).to.have.length(6)","/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_subscribe,author.web_url,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,closed_by,return.closed_by == null,daikon.inv.unary.scalar.OneOfScalar,(return.closed_by),pm.expect(return_closed_by).to.be.null,/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_subscribe,downvotes,"return.downvotes == return.merge_requests_count
return.downvotes == return.task_completion_status.count
return.downvotes == return.task_completion_status.completed_count
return.downvotes == return.time_stats.time_estimate
return.downvotes == return.upvotes
return.downvotes == return.user_notes_count
return.downvotes == 0
return.downvotes <= return.time_stats.total_time_spent
return.downvotes <= size(return.assignees[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.downvotes, return.merge_requests_count)
(return.downvotes, return.task_completion_status.count)
(return.downvotes, return.task_completion_status.completed_count)
(return.downvotes, return.time_stats.time_estimate)
(return.downvotes, return.upvotes)
(return.downvotes, return.user_notes_count)
(return.downvotes)
(return.downvotes, return.time_stats.total_time_spent)
(return.downvotes, size(return.assignees[..]))","pm.expect(return_downvotes).to.eql(return_merge_requests_count)
pm.expect(return_downvotes).to.eql(return_task_completion_status_count)
pm.expect(return_downvotes).to.eql(return_task_completion_status_completed_count)
pm.expect(return_downvotes).to.eql(return_time_stats_time_estimate)
pm.expect(return_downvotes).to.eql(return_upvotes)
pm.expect(return_downvotes).to.eql(return_user_notes_count)
pm.expect([0].includes(return_downvotes)).to.be.true
pm.expect(return_downvotes).to.be.lte(return_time_stats_total_time_spent)
pm.expect(return_downvotes).to.be.lte(return_assignees_size_array)","/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_subscribe,due_date,return.due_date is a Date. Format: YYYY/MM/DD,daikon.inv.unary.string.dates.IsDateYYYYMMDD,(return.due_date),pm.expect(return_due_date).to.match(/^(?:1\d{3}|20[01234][0-9]|2050|9999)[-/.](?:0[1-9]|1[012])[-/.](?:0[1-9]|[12][0-9]|3[01])$/),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,has_tasks,return.has_tasks == false,daikon.inv.unary.scalar.OneOfScalar,(return.has_tasks),pm.expect(return_has_tasks).to.eql(false),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,iid,input.issue_iid == return.iid,daikon.inv.binary.twoScalar.IntEqual,"(input.issue_iid, return.iid)",pm.expect(input_issue_iid).to.eql(return_iid),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,milestone,return.milestone == null,daikon.inv.unary.scalar.OneOfScalar,(return.milestone),pm.expect(return_milestone).to.be.null,/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,project_id,input.id == return.project_id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.project_id)",pm.expect(input_id).to.eql(return_project_id),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,references.full,return.references.relative is a substring of return.references.full,daikon.inv.binary.twoString.StdString$SubString,"(return.references.full, return.references.relative)",pm.expect(return_references_full.includes(return_references_relative)).to.be.true,/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,references.relative,return.references.relative == return.references.short,daikon.inv.binary.twoString.StringEqual,"(return.references.relative, return.references.short)",pm.expect(return_references_relative).to.eql(return_references_short),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,state,LENGTH(return.state)==6,daikon.inv.unary.string.FixedLengthString,(return.state),pm.expect(return_state).to.have.length(6),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,subscribed,return.subscribed == true,daikon.inv.unary.scalar.OneOfScalar,(return.subscribed),pm.expect(return_subscribed).to.eql(true),/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_subscribe,updated_at,"LENGTH(return.updated_at)==24
return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.updated_at)
(return.updated_at)","pm.expect(return_updated_at).to.have.length(24)
pm.expect(return_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/subscribe&/projects/{id}/issues/{issue_iid}/subscribe&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_time_estimate,total_time_spent,"return.total_time_spent one of { 0, 60, 3603 }",daikon.inv.unary.scalar.OneOfScalar,(return.total_time_spent),"pm.expect([0, 60, 3603].includes(return_total_time_spent)).to.be.true",/projects/{id}/issues/{issue_iid}/time_estimate&/projects/{id}/issues/{issue_iid}/time_estimate&post&200():::EXIT
